Sentiments,Reviews,language
positive,Mashallah best headphones 👍,en
positive,"I have received my parcel yesterday. it is perfect... easy to use. Painless, can carry it anywhere. I'm very satisfied. Thanku so much...",en
negative,stisfied but size is so small,en
positive,"Simply amazed at the quality of product & it’s packaging in this price. Comes with a warranty card & all. The wire tie 😳... you don’t get to see such stuff on very expensive European brands. Some people say it’s not original Makute, well man! I don’t know. If it’s not, I am just as amazed as if it is cos in 1500 something rupees, it’s a bargain. Plus has pretty good blow.",en
positive,Loreal Paris produce best shampoo.I am regular buyer of this company.Price is also good as compare to market.I am satisfied.,en
negative,"The device stopped working after 2 weeks.  Amazon support was very helpful, but they had to go through Apple support.  I am disappointed that I had to go through this much trouble as this is a brand new pencil and it stopped working.  Even more disappointing as the pencil was a gift.  Spent an hour with Amazon support.  The Amazon support is better than the Apple pencil itself.Amazon sent a second pencil and very soon after the second pencil stopped charging and would not work.  DO NOT buy this product.",en
positive,Exactly the way we wanted them to be . Thank you. I ordered 5 and received 6.,en
negative,"it is really nice..
Different colors are fascinating but blue is really good ",en
negative,"The product was great but it came missing parts. Don’t like to be a downer but honestly I received the item with missing parts. So if you like to make my day check out Terrybauerarts, google that and leave me your opinion I make coolshit.",en
negative,hate you  so much,en
negative,very poor quality,en
positive,Best product low Price,en
negative,The stuff is good but I have tried 3 shirts till now and 2 of them are damaged/ripped as shown in picture. ☹️☹️,en
negative,one bluetooth pod is not working how can replace?? k,en
negative,only left side is working... right side chal hi nai rahi,en
negative,did not work with Suzuki Baleno 2005 regardless of which software/app I tried. did not try with any other car. Disappointed but seller was cooperative.,en
negative,I dont like so harsh fragrances.,en
positive,really strong. cool thing to have. specially if u need to point stuff.,en
positive,Ordered 3 of them received in secure packing wil check it later and add more review thanks seller and daraz,en
positive,I receive me controller and test it very good product.i receive it within 2 days.all parts are working 💯%.thanks seller for sending me the igsect product.thanks daraz.highly satisfied and recommended!!!,en
negative,this air pod is bad airpod bass is so bad I order i12 but received i7s but sound is good or bass is not good,en
positive,thank you seller ,en
positive,Amazing quality ,en
positive,"Seller Response is GooD Bcz seller give reply in time and shipping is GooD. Seller told me it will be Connected with Suzuki Cultus 2010. BUT it is not connecting to Car ECU....I tried SZVIEWER, Car Scanner and motor Data But Problem of connection not established.",en
positive,Very impressed with the quality of book.. Arrived on time and in excellent condition..highly recommended,en
positive,Best rates and quality products I love it 100000% original,en
positive,"fast delivery, Soft & nyc product like it , very much satisfied with the product .thnx both daraz & seller shop 🤞🙂",en
negative,Parcel received but really disappointed the ball is a defected piece there is a puncher in it they did not give me a fresh piece. price of the ball is 1700 and it is wasted.,en
negative,"Cheap quality and fake product, broken on first trip. The joints are very week. Very small length. Not a practical thing.",en
negative,It is cheap and so is quality.,en
negative,"Good product works great, packaging was good but little overpriced",en
negative,they are justifying themselves that they have sent me Cocoa butter. Wow! some sellers think that customers are stupid and dont know what coco butter & shea butter is !! Never buying again from herbology.,en
negative,I wanted to return it as soon as possible its useless,en
negative,"Expensive (surprise, it is Apple). it is heaver than most styluses I've tried, and really small diameter while being really long. it is also not balanced at all, the majority of the weight feels like it is in the back instead of the front, so it is hard to feel confident in small writing or drawing details. The matte material is also surprisingly slippery. I'm sure it is better than the P1, but I think if they made a 3rd gen and finally made it battery-free then it'll be lighter and cheaper (hopefully).",en
negative,"worst product, its not a glass, its a plastic on which chrome colour is coated",en
positive,today I received my package but battery is missing what hill of this where is battery totally fraud,en
positive,I 100% Recommend You To Buy This Book Such An Amazing The Page Quality And Binding Is Amazing I Love This Book 📚 ♥️,en
negative,Quality is acceptable but product picture and received product with minor changes. Its Tyre did not match. Ordered cycle tyre looks good but received looks shabby.,en
positive,Good product in this price I recommend this product and seller too,en
positive,Great product. Same as shown,en
positive,yesterday I received my order ...Nice ,en
negative,Very Bad Experience,en
negative,Delivery was on time but soap papers are not good,en
positive,Best Quality,en
negative,Well I ordered silver after confirmation from the seller. He took my order from chat for silver one but delivered the black one. Upon pointing the mistake he confirmed me that he will send me silver but now giving lame excuses.,en
positive,very good item in this price,en
positive,"A nice product , just like what I thought.Sound is also good and clear having quality . Thanks Daraz and the seller.I am satisfied .",en
positive,Got around 1250 wid dc in 11.11 sale// fabric is Good quality. Length is cropped till belly button but will look perfect wid high waisted jeans. It is body hugging. Amazing Seller from china 💌 received in 15 days.,en
positive,today i recieved my parcel after a long wait ðŸ ̃ƒ but it is worth waiting ðŸ ̃ At first i was little worried but now i m fully satisfied with quality,en
positive,It is a very good product that is easy to wear It is light weight weight thanks daraz thanks vendor I love u🥰🥰💯💯👍👍,en
negative,Great product but doesn’t last very long,en
negative,Pencil was received with missing parts and does not work.,en
positive,Grrat experience.. Fresh vegetables on time.. Thanks daraz,en
negative,"packaging was really bad. they put a tiny bubble wrap at the bottom of the bottle in cardboard packing. i did not understand the purpose of that bubble wrap. You can see oil spilled out of the bottle, even though bottle cap was fully tight and sealed. product is good but they need to improve their packaging technique.",en
positive,Good and fresh stuff. We are happy to get it.,en
negative,best products delivery slow 🥱🥱🥱,en
positive,"Nice packing, beautiful and comfortable shoes came with extra pair of laces, delivered on time. Very good experience with black camel. Recommended!",en
negative,i really like the quality and perfect packaging but they have sent me random color,en
negative,Pan is totally broken I don’t like it all and they are not cooperating at all,en
positive,best quality 😍,en
positive,This is so best it cleans very well and even bright my teeth one shade ahead and their dental tool is super amazing. Totally recommended,en
negative,item is as described in the discription by the seller. item fit perfectly,en
positive,Very nice. Same as shown. Mouth is a bit tight. Else perfect,en
positive,very good product and working properly and delivered with in 3 days I recommend this seller thanks daraz and seller,en
positive,Delivered same as it is showing in the picture .Thank u,en
negative,use able bags ,en
negative,Good but size of stars is really small,en
negative,"Recieved in good packing but when we turned on thr referigerator, it didnt cool evwn after continous workng for 6 hours as guided by the helpline. The engineer came and told us there is no gas in the fridge and now they have sent it for repair. We did not pay the money for a repaired fridge and we are trying to convince the company to provide us with a new one. Very poor experience.",en
negative,"I just received it, it’s broken",en
negative,I sent it back since it wasn’t working. & wasn’t doing anything to it.,en
negative,it is a good product. can not tell about the results because I am not using it consistently.,en
negative,Ordered grey and received white again bad experience,en
positive,"I get what I ordered , in love with the quality . Seller highly recommended . Five stars from my side",en
positive,Nice shoes as shown in the picture. best in this price.,en
negative,Its OK... not well quality but its ok with price.,en
negative,"The quality was good.. but received 2 items broken i had ordered 1 set in blue and 1 in yellow.. bit for blue received 5 items and for yellow only 4 items, which is not fair... they took total money bit sanded one item lesss..... over it was satisfactory",en
negative,Owe some thanks seller Size thora chota h pr good  thanks,en
positive,quality is very good. original product,en
positive,"Packaged well, good quality 👍",en
positive,Expectations and reality Same mashallah...👏👏👏,en
positive,quality is best 🤞,en
positive,Good enough for warming feeder quickly without hastle.,en
positive,Good product thankss daraz ♥️😊😊,en
negative,"Product Awesome, Provided Warranty claim center in Pakistan, Without Warranty given 3 ✨",en
negative,u send me a damage peace its so pain full for me.i m not satisfied ur service and ur quality,en
positive,"it is Amazing Thnku draz for this lvly and perfect prcl,😍🥰",en
positive,"same as shown in picture , good product well packed",en
negative,"Seller has clearly mentioned the 100% Original Handsree. But these are not original. I have received a copy of Gionee. 
Not recommended",en
negative,Trimmer is best but packing box is very light.,en
negative,it was all flatten in out in just one shopper and then in daraz wrap. that i mistakenly cut through the mat too. And yes obviously I did not cut the Parcel from mid. I as usual normally cut it from very end but still you can see it got many cuts. 😓😓,en
positive,handfree is a okay condition,en
positive,original product thanks Daraz ,en
negative,"same day fast delivery , packing was good enough, product was good but not in extra ordinary quality. average stand came in market.",en
positive,"i receive my parcel, I'm very happy.daraz is to good thanks daraz and also thanks sealer",en
negative,"The pen works great for art or writing,  but that’s about it,  with the 5th edition iPad Pro with no home button it will not swipe up from the bottom to change apps,  or if you try to use it as a plain stylus  pen to navigate through or operate regular apps it fails.  You may be able to open a app from the Home Screen but then it will write inside that app and you can not close the app by swipe with the pencil. I’m a little shocked that apple did not come up with a rubber tip for the opposite side of the pencil to correct the issue.  I spoke with apple extensively and there is no present correction for this issue so a return is being processed",en
negative,Leaked and due to which quantity is half not recommended.,en
positive,Very nice product. 👍,en
negative,Nothing,en
negative,low quality product,en
negative,i didnt gt my correct order plz help me to get my parcel,en
positive,Satisfied... Received as they show,en
negative,"Very low quality mouse pad, not worth the money",en
positive,excellent experience no damage 100% satisfied seller service is very good.thanks,en
negative,Its not original. Its 2 or 3 number quality. Plz avoid.,en
positive,"Everything is fresh and good, timely delivered, highly recommended.",en
positive,Amazing product orginal gionee handsfree,en
negative,"product is broken, i had to open it in hard way to use the liquid. for the first time it works only as tooth brush with paste... i have not used again....",en
negative,after 7 days of use device stopped working,en
positive,Best quality. Good packaging. Timely delivered. Recommended Seller 👍,en
positive,very good Quality sound is very perfect and battery also Buy this brand...,en
positive,Good product should buy fair price also,en
negative,quality is ok but sound is low in my opinion its more suitable for bike instead of cars,en
positive,Orignal product. Quality is really good. Thanks to daraz and seller for discounts.,en
positive,Great seller... good product and service,en
positive,very nice same like as shown,en
positive,Delivery 🚚 on Time Quality Good ☺️ Packing Great 👍 Same Which i order I Recommend you in this Price Range,en
negative,Not the same overall okay,en
negative,Its not working need my cash back,en
negative,Size is smaller than expected. But my girls love their umbrellas,en
positive,very good prouduct,en
positive,Good product . new condition,en
negative,not the same as pictures,en
positive,Satisfactory quality. seller recommended for correct dispatch and good response.,en
negative,nice product nice saller but design is not same but 5star,en
negative,sound quality is very low not fit for a motor car,en
positive,Good prodect i like it very much heavy duty protector thanks to daraz...,en
negative,"received latr,however product is fine.",en
positive,exactly like the picture!,en
negative,It works but the audio gets destroyed once you up the volume.,en
negative,"How stupid you can be to send a handsfree without checking them, both the sides of the handsfree are left, tell me how to get two left ears, it was sent by Daraz Mall, and usually their products work fine, but how can they even make such a dumb mistake. its so disappointing. Please check your products before sending them.",en
negative,its good long but color is not brown its black,en
positive,It was a good good experience....quality is good and charging capacity is also good and I am satisfied...😊...and packaging was also very good,en
negative,I ordered 3 rgb lights...one of them is not working...it wasted my money...,en
negative,very cheap quality,en
negative,i just got my parcel.quality is good but i ordered two different sizes but they send me same size...,en
negative,Quality too much bad.material is like shopping bags.... I put hardly 2 kg wait bag strip breakes and bag is raptured.... totally disheart...,en
negative,it is very amazing but the there are just 3 common colours and the brightness is not that nice! There should be more colours but all colours can be turned on by mixing 2 or 3 colours and if you just press the colour for instance purple so red and blue light will appear All over it is very nice quick delivery and quality is super!❤️✨,en
negative,poor service,en
positive,"The product is very good for the price and the packaging was also good. I ordered white and that's what I got. I received my parcel at my doorstep within 2 days which made me very happy.
Battery backup is approximately 2 hours on music.
Thank you daraz and seller.👍",en
negative,pathetic customer service received a damaged piece its just like a toy,en
positive,fresh veggies nd reasonable,en
negative,packing not good and broken,en
negative,The sound is great but the charge drains quickly. I am not completely satisfied with this product.,en
positive,very beautiful ❤️,en
positive,"Best LED's 👍 Amazing product, Highly recommended.",en
negative,3rd class product. smells very bad.,en
negative,"The pencil is easy to use, and pretty accurate. Unfortunately, the functionality is reduced, and you cannot even do simple operations like swiping up to close apps or down to bring up menus. It is an overpriced piece of technology with reduced functionality. I am an Apple fan but not a fan of this particular product. Apple, you can do better than that!",en
positive,"very nice shoes very comfortable
I like it very much 
seller was very good 
fast delivery
thanks daraz",en
positive,Best in cheap price .bought 4 pairs .perfect according to price.thanks seller for your wonderful service,en
positive,Daraz is very gud app very gud quality so osm nice all gud,en
negative,not happy with product.,en
negative,Apple Pencil 2 will not charge or connect via Bluetooth.,en
positive,MashaALLAH Good Product...I Love It... 👍👍,en
positive,"Original spray , best result. highly recommended . thanks seller n daraz 👍👍👍",en
positive,Good Quality ❤️,en
positive,Received on time.. Was well packed... Quality of the cable is good... Been using it for 2 months...  Charging my watch like a pro..  Glad to buy the product,en
positive,v nice stars .my kids r so happy thanks 👍 Daraz,en
negative,packaging not doing well but its original. .,en
positive,very good quality. working good. i am satisfied. recommended if you are looking for cheap but good option.,en
positive,feeder quality is good 👍 😊 thanks daraz and seller,en
negative,The quality isn't all that great but overall decent product,en
negative,After only a year it is developed hairline cracks all over it. it is never been dropped and my iPad rarely even leaves my desk. Very disappointed.,en
positive,"received my parcel... alhumdulilah best thing, best quality and very useful thing also.. highly recommended",en
negative,"Firstly, For Everyone's Knowledge. It Says Wifi Enabled But It does not Have an Internal Wifi Card. You Have To Use Your Own Adapter So It Was Misleading. Now Coming To The Product, The Packaging Was Excellent! Very Securely Packed. The Quality Is Also Good, Clean And Fresh.",en
positive,The Product Was Fantastic . But The Cell In The Remote Were Dead . Other Than That it is Okay For The 700 Price Tag,en
negative,I received faulty LED light only starting bulbs working then others not working. Very disappointed,en
negative,I ordered this. Thought it was the legit apple pencil. And guess what?? Fake $131 apple pencil with black tip arrived.,en
negative,trash service,en
negative,Cheating you didnt send battery with light atleast you have to mention this battery not included and lamp is not same as shown in the photo dont cheat i will return this item dont buy from this guy and button quality so poor,en
positive,On time delivery and exactly same as shown..,en
positive,"Delivered on time, Packing was decent and the Product is Good as shown in the Pics, Good experience continues with Daraz. Thanks",en
positive,"It is so beautiful shoes and comfortable , this shoes are best for running or for Gym ",en
positive,"These are actually vary good. The color does not come off at all, and are same as shown. I recommend it",en
positive,It’s make room even more  beauty fully  BTs army will like it,en
positive,I love these. Such a great fit!,en
negative,farily pathetic,en
negative,"very poor quality sound too bad left side hands free not working at all sound system is very bad Working Timing very bad I am not satisfied This product and supplier
Replacing the product and sending the correct product to me ",en
positive,The quality of a RED LATEX LARGE LOOP RESISTANCE BAND APOLLO 1PC BAND is very good,en
positive,Definitely recommend! Great customer service and product is awesome! I asked seller to send it to me asap and trust me i received it sooner than i expected! This customer is very satisfied 💞,en
negative,one large burn/ cut( i dont now how you can miss it ) in the middle.,en
positive,Satisfactory product! Its working fine now.,en
negative,it fits a child not even a teenager,en
positive,Thankyou so much ..... Highly recommended Em 100✓ satisfied 👍♥️,en
positive,Quick deliver perfect product,en
negative,our local vicks is more good than this,en
negative,I liked the gripper but it was fully covered not according to my taste,en
negative,not match with picture and description. Seller is selling fake items,en
positive,excellent product received same as picture,en
positive,BOOOOMMMMM. Amazing. I really like it ,en
positive,Fully satisfied Best Product i like It ❤️😊 Thanks Daraz ,en
negative,ill fitting smells bad too many threads coming out. waste,en
positive,Build quality of plastic but is very good. Keyboard has some weight. Blue switch keys feel and sound very satisfying. Keyboard has various lighting effects but its not RGB its rainbow. Amazing product for its price.,en
negative,"size are too short and sound are ok
thanks Daraz",en
positive,best RGB lights ,en
negative,following issues i faced: 1. on daraz it is mentioned 3200dpi but actual is 1600dpi. 2. scroll wheel isn't working.. 3. this mouse is not working on table but only on a mouse pad. 4. very bad build quality. 5. i tried refund but due to only 3 days of return policy i could not ship it totally useless item,en
positive,very good product it is more easy than any other cutting peeler ,en
negative,who let u sell this garbage,en
negative,please do not purchase form this buyer the fertiliser is fake. there are 2 ways to test the authenticity of DAP fertiliser. 1. it does not break easily with nails 2. it expands when heated. this fertiliser failed both tests,en
negative,"Good if you want fragrance free shampoo, but i will prefer that which comes with name of easy or maya because they can also fit in wallet easily and also have fragrance.",en
negative,"the device does not turn off on turning the car switch to off state, which is very bad as anyone can connect to it once the car is parked.",en
negative,Just data cable is not working otherwise Its overall Fine💯 Must buyy 👌 ,en
positive,"Fast delivery, good product as per specify and battery timing also good.",en
negative,Product is very low quality..place replace,en
negative,"shirt is nice and breathable for summer wear, but the sweatpants are very warm. they have a light fleece lining inside which means it can absolutely not be worn in summer here :/.",en
negative,Totaly fraud. No any fragrence looks like water added in bottle,en
negative,"totally disappointed, 549 and this quality,q it should be of max Rs300. stuf is below than any local product. its not high waist, I ordered medium size but still it is tight, low waist unable to sit while wearing this and loose layers appead on back side (stitching default) fabric is very poor. price is not justify quality (600 including DC) a big No",en
positive,Nice Quality AND recommended,en
positive,I really likr the shirt just like the picture amazing quality and very affordable thank u daraz for this quick delivery!!,en
negative,low quality. local manufacturing,en
negative,There is no pair,en
negative,"I have ordered 5 sets of 6 bags. But I have received 29 bags instead of 30 bags.
Kindly send me the remaining bag.
I have sent you a msg in chat but you did not reply on chat box.",en
positive,jesa Socha tha us se bi zyada zabardast ha ye lights I love it and thanks seller for send right product..,en
negative,Packing was looking little old but product was fine.,en
negative,"Ima be honest, the box was literally vandalized and crushed lmao so as a matter of fact whenever I order it typically happens I have no clue whats happeing in the warehouse so precisely it was a late delivery REALLY late not far than typical delivery and it had sensor issue's rgb is just fine its poor that I can not change colors, after I tried to fix the sensor it was a success repair so yeah its working fine now and it kinda matches with my mechanical keyboard, I actually setted the rgb under my keyboard its mechanical so I used keycap puller, its blue switches you can get it, thanks.",en
positive,100% genuine of company with crystal clear sound and deep bass highlyrecommend to all buyers to buy this handfree from this flagship store seller. Seller is highly cooperative....👍👍👍,en
negative,this is soft steel only for wood and plastis diy not for hard work use it less then 1000rpm product not bad at this price also not suitable for metals,en
negative,Bought new but got a used one. The apple pencil does not even pair with my ipad pro. Returning the item.,en
negative,Awesome product. The only thing annoying is that it does not have any charging indicator.,en
negative,not good waste of money,en
positive,Best Product And best packing and awful item🥰,en
negative,Received this mouse within a week overall good enough but it is 2400dpi not 3200dpi. Seller mentioned it is 3200dpi,en
positive,Good quality. response time is good.  6 fingers claw increase efficieny in game. Thanks for the finger glove gift,en
negative,"Better according to price, as still i am confused how to paste it on the wall.",en
negative,nice good but late delivered.,en
negative,Sent back because it wouldn’t pair with iPad and they received it yet never refunded money.  Scam!!!!!!,en
negative,It was very loosely stitched,en
negative,The quality is not so impressive and it show multiple colors in poster but there are just 2of them green and red,en
positive,Its  a Really good product. ❤️❤️,en
positive,Very useful.,en
positive,these are good allot of things can be store in it,en
negative,bohat alla,en
positive,Received but does not check so hopefully it will work good. Thanks seller and daraz,en
positive,exactly as shown in picture . very good,en
negative,"I have no complaints when it comes to the actual pen, I do however have a problem with paying for something new and getting an opened package with a dirty pencil inside.",en
negative,"no expired Date mentioned on both bottle,it expired",en
negative,"incorrect size. As per size chart the chest size for medium is 19"" and length 27""..but u cnac in picture the actual size they delivered. ab please btain kese change hogi ye",en
positive,Condition is great. Shipping was fast and on time. Charger was faulty but seller sent a new one right away once he was informed about it.,en
positive,Good quality delivered same day,en
positive,same as shown quality also good,en
negative,spring broke after using twice. pathetic product. seller should be ashamed,en
positive,"Great experience will find it much cheaper than market, enjoy the 11.11 sale, thanks daraz",en
positive,Best rgb lights you can get,en
negative,Came with the battery depleted and couldn’t get it to charge at all. Returned and purchased directly from Apple,en
negative,Nice but stitch is not good,en
negative,very rough condition and size is also not up to the standards,en
positive,very good product I am very happy,en
positive,Very nice and affordable product i really like it,en
positive,Seller response is so much good,en
positive,great as expected! ,en
negative,yes they are ok for general house use,en
negative,The pictures printed on the wallet has cut and there is an empty space appeared on picture.,en
positive,Seller is very corperative.,en
negative,"The fabric had quite bad quality, was very thin. But if I see for the price then it was ok.",en
positive,"Fresh alu, reasonable price fast delivery. Thanks Daraz.",en
positive,Good product. And delivered safely as well. Exactly as shown in photos.,en
positive,good packing item good recommend daraz sellar thanks ,en
positive,great product at low prices thanks seller,en
positive,best thing ever...,en
positive,Great product. Happy with my purchase,en
positive,"nice product, using it everyday kinda loved it.",en
negative,Its not sticking on skin useless thing,en
positive,nice product thanx alot,en
positive,Good quality but very irritating in ears,en
negative,"Unfortunately it sucks a lot of battery from the ipad, specially if you let it overnight attached to the ipad.",en
negative,"very upset because of this potatoes , i am shocked that how daraz team send rotten potatoes without quality check send to customers... disappointment , applied for return refund.",en
negative,"received the Tang in such condition... its kind of expired and seems wet inside. with lumps made. date of expiry is September,23 but inside it is not in edible condition. dont knw wht to do with it.",en
negative,Advertised Avent brand but i received B copy product which was named as AVEAT.... found 2 nipples locally made named as AVEAT Brand. totally local made delivered on a cost of imported one. Pathetic service.,en
negative,Cooling effect is less...as it is suppose to be moreover a huge noise in room when so ever compressor start/stop.,en
positive,Love it. Like the ingredients and the flavor,en
negative,I ordered 3 hand sanitizers. they were expansive seeing quality. very bad smell like soap and in my opinion I'll throw away,en
positive,Good quality masks in Very Cheap price... love them recommended,en
positive,"good heavy. Definitely would not move on the table, a light rough on top for my taste. It would cause rash in very long session but overall good. sides are showed so the runner wont break from sides.",en
negative,One ear bud is not working ,en
negative,Good product. Can only be used once. The lock breaks when i try to re-open it,en
positive,"Happy Happy and Happy 
Looking beautiful❤",en
positive,Satisfactory quality,en
negative,"Not as advertised — only 3 solid colors red, blue and green — rest of the colors are mixed and they look really cheap - packaging is good but I am really dissatisfied with product itself.",en
positive,Wao Wonderful Product and Reasonable Price,en
negative,"New packaging, but I think this is fake because the texture of the creatine is different from before like there is a mixture of flour. And in the new packaging there is no certificate from creapure",en
negative,Needs to be sewed at the top cause threads coming out,en
positive,"Loved the parcel! Thankyou so much Shizi Interiors.
Highly recommended product ❤️💯",en
negative,"They are same as the shopping bags you get from Imtiaz stores, but they also have zips, ",en
positive,Its awesome,en
negative,"i am utrly disappointed and more over,i bot bcz of the good reviews but i could not even brush thm without thm getting tangled more over they very smelly and dirty",en
positive,Amazing and nicely packed and arrived on time,en
negative,exactly same as shown... but i had a fitting issue.. was not according to my feet shape... overall experience is good,en
negative,Overpriced! Worked for 6 months and then quit holding a charge. Found cheaper substitutes that I still am using. Not impressed with the Apple Pencil.,en
positive,These granola bars are the best bars available in Pakistan. I loved the taste.,en
negative,not satisfied 👎,en
positive,Best feeder I'm totally satisfied it is highly recommended best experience thank you saler thank you daraz.... ☺️,en
positive,honestly im happy with the product ,en
positive,Dove is the name of love 😘 very amazing product to use. Product is having Perfect Quality with free delivery at my door step. So Happy to Have This Amazing Discount and Superb Quality Product 😊 Thank you so much 🥰 DARAZ and Dove,en
positive,same product... working great,en
negative,Product is original but unfortunately warranty is international that we cannot claim here. Product is working just fine.,en
positive, clean and fresh,en
negative,Poor quality and no flavor,en
negative,"First thing is that it is not dual, its single airpod and the 2nd thing is that they sent me an old single airpod i mean a used one. and the sound quality is bad",en
positive,satisfied 👍,en
negative,"once again i order this but the design i want is different, but in this price product ia good so i give five star..",en
negative,"brush size is so small, otherwise it is gd",en
negative,It broke within 2 monthsSomething like this should not break so soonIt would nice to get a replacement,en
negative,The wrapping was not in tact (first sign). Then charged slowly. Also no hover feature unless you tap the screen several times. Had to return.,en
positive,fresh expiry and fresh stock.completely satisfied and recommended seller too. thanks daraz for giving a good seller and services too,en
positive,thanx for so fast delivery this is my 2nd pear it is very trusted seller and good shoes size is very accurate no any problem I recommend to all to buy you would not be sorry,en
positive,"Easy to carry 
Best handling
Space saver ❤️",en
negative,lights are good. I like the 3 color option but only problem is they are a bit dim should've been more bright,en
negative,"Honestly, I would not recommend this to anyone. You would have to charge these everyday and once they are charged, they stop shining about 5 mineutraltes later.  it is not worth it...",en
positive,received okay but product is not too good.nits okay.,en
negative,Looks better in the pic. But still satisfied with the product.,en
negative,"But two point of worry. First the warranty card is not stamped as required/stated on the warranty card. Second, when i unboxed the fridge, I found a loose bolt in the package. Unsure that either my fridge loose a nut or was it a stray. Assistance will be appreciated.",en
negative,Wasn’t in the Apple plastic cover so immediately that was a red flag and when I went to pull the pen out there was a chip on the pen then to top it off it wouldn’t even connect to my iPad.,en
negative,"instructions unclear, broke it twice. figured it out eventually",en
negative,look good. sound quality not very good.but still for this money it is fine.,en
negative,Acceptable Quality..,en
negative,"I am a bit disappointing it isnt sticking with double tape or any other tape because of the material used in the strips, the plug/adapter is really lose but the lights are good",en
negative,"overall the airbuds are good but it is packaging was very bad it is was tear from outside, the right one is not charging it get charged 50% after 2 hours and when I connected to phone it is battery drop to zero % in ten secs...I can not fix it.... and the wire you provided is defective it was not charging my power bank I have wasted my two hours for fixed it but then plug my phone charge and it started charge plz provide real material and fix material so that customer can never get worried ..",en
positive,Very Good quality and easy to install. ,en
negative,My Order not received ,en
negative,very low quality material.,en
positive,it  is a Nyc Product 🤗,en
negative,quick service. stars are also good magr total bill 308 bana tha magr provider 360  sa lakr gaya but it is ok,en
positive,I love it 😍😍,en
positive,"great customer service, arrived on time, really soft net. recommended.",en
positive,Too much beautiful 🤩🤩,en
positive,"💯 same as shown in pictures 
Stuff is also cool and soft
Highly recommended to buy
Thanks to seller ",en
negative,"There seems to be no after sales services. As advertised free installation. No one installed, I called their support several times they just keep on hi lighting my request. Very unprofessional and immature behaviour. Changhong should automatically call the customer whom they delivered the ac for installation.",en
negative,"Very fast delivery and very nice packing rider is also awesome but glasses quality voice is not good ordered new it looks like second hand and the glasses of the glasses came out I installed them myself and in the glass of the glasses There is also a scratch. 😔 Well, so far my online purchase experience from daraz has been very good but it has been a huge setback for two times, one after the other. I am not satisfied this product 💔",en
negative,normal quality but better,en
negative,the spring feels a little hard inside the ear. I had the thought that it would be a very soft and very flexible spring.,en
positive,"Bluetooth are very nice,sound quality is also too good. Bluetooth are as same as you shown in the picture.Thank you very much.",en
negative,The sizes are too small compared to regular sizes.,en
positive,Best Earphones the sound quality bass everything is so fine I highly recommend this !!,en
positive,Giving review after using it for almost a week..sound quality is very good.. Good product in reasonable price,en
positive,"Good quality product, Thanks seller.",en
positive,this is good quality and best product for whisking the coffee need 2 as batteries arrives fast,en
positive,I have received my orders little bit late but am super excited because it is a good buy at the price,en
positive,Shan Pickle Mixed recieved. Timely delivered. Great Product. Taste good Thanks Daraz. will buy again,en
negative,Looks bigger in the picture but actually small in size. Price is also high,en
negative,"This is not a stylus for everyone; it is very good at what it does for an iPad Pro owner, but it is not an essential to the tablet. If you want to just take notes, a cheaper iPad and the first gen Apple Pencil are more suited towards your needs, IF you have to use Apple, and there are a larger number of alternatives with Windows tablets and Samsung's offerings. If you're in Apples ecosystem, you should consider if you'd be using this stylus constantly to justify the price.",en
negative,dont try this,en
negative,it is a normal quality not good not so  bad average ,en
positive,"excellent bubble rap packing, outstanding Product. 100% Recommended",en
negative,smaller size than required. returned,en
positive,Gionee handfree is very nice ,en
negative,very bad because the product was not working,en
negative,"overall quality is good, but sole is not  very good I think you should improve it.",en
positive,Not bad at this price.,en
negative,lights are dull. not strong as I was expecting. average quality.,en
positive,got my parcel I used it on daily basis.,en
positive,They are workIng and they are fine ,en
negative,it is not same as shown. it s just cotton panties. stitched with plastic sheet.,en
negative,Very poor quality compassion this could be bought for 10rs from stationary Nit same as seems in picture,en
negative,very very bad experience this time...,en
positive,same as picture premium quality amazing delivery timing thanku daraz,en
positive,very very good quality of best,en
positive,nice and fresh welldone,en
positive,satisfactory item,en
negative,"very very bad experiences this time on 2 orders . all are totally rotten

please take action on it",en
positive,its nyc according  to price this product  is perfect,en
positive,Satisfied with the order. Thanks for the free gift,en
positive,"received in good packing and perfect condition, really happy with my purchase",en
positive,"Its my first experience to purchase online , 
Nice light good colour blocking ",en
negative,Quantity is a little less but good in this price.,en
positive,good quality thanks daraz,en
positive,"i very happy with this , it is really amazing 😍😍, it is storage is very good but it took extra 5 days to arrive ,the parcel was delivered too late",en
positive,Recommended working perfectly,en
negative,Poor quality. And material is mixed not cotton. Very misleading advertisement,en
negative,"Alas, the Apple Pencil 2 appears to be defective.  If you go onto other review sites, including Apple’s, you will see that many people have experienced problems pairing the Pencil 2 with the third general iPad, the only iPad with which this device is designed to work.  I have tried unsuccessfully with three different very helpful Apple Support personnel to remedy, and tried TWO different pencils.  Other boards show hundreds of people have this precise issue.  So my advice to Apple is to fix this product right away, as people are spending $120 on a pencil which seems ridiculous if it is not going to work.",en
positive,I used this frames 2 weeks then I reviewed,en
negative,center part not thick although softness but recommend for more improvement in this product,en
negative,Good seller same as pic but fabric very poor quality,en
negative,"in the pic they show a set of two and i thought to buy it but i only got one dumbell pleasee don,t scam people like",en
negative,"Average product, just a toy...",en
negative,really bad quality. as soon as i took it out of the box it stopped working. completely useless,en
negative,One of the lid is loose otherwise okay,en
